name,age,sex,major,gpa,hobbies,country,id,province,level
Jessica Ward,22,Female,Marketing,3.76,"['fitness training', 'swimming']",Canada,id_1902,Ontario,Senior
Denise Reed,18,Female,Geology,3.86,"['handball', 'puzzle solving']",USA,id_1903,North Dakota,Senior
Erin Maynard,21,Female,Ecology,2.9,"['weightlifting', 'skydiving']",Canada,id_1904,Northwest Territories,Senior
Jaime Hernandez,21,Female,Early Childhood Education,3.27,"['fishing', 'windsurfing']",USA,id_1905,Wisconsin,Freshman
Diana Hicks,22,Female,Philosophy,2.6,"['metal detecting', 'bird watching']",Canada,id_1906,Alberta,Junior
Sarah Smith,23,Female,Social Work,2.47,"['traveling', 'biking']",Canada,id_1907,Quebec,Freshman
Brian Cruz MD,24,Male,Economics,2.46,"['birdwatching', 'vlogging']",USA,id_1908,Florida,Sophomore
Sonya Mcneil,19,Female,Nursing,2.23,"['vlogging', 'jewelry making']",Canada,id_1909,British Columbia,Sophomore
Frank Smith DVM,21,Male,Nuclear Engineering,2.7800000000000002,"['foraging', 'pottery']",Canada,id_1910,Quebec,Sophomore
Melissa Murray MD,21,Female,Molecular Biology,3.68,"['spelunking', 'disc golf']",USA,id_1911,California,Junior
Stephen Downs,24,Male,Nuclear Engineering,3.64,"['table tennis', 'model building']",USA,id_1912,Oregon,Junior
William Adkins,22,Male,Art Therapy,3.61,"['drone piloting', 'beekeeping']",USA,id_1913,Illinois,Sophomore
Jeffrey Miller,19,Male,Graphic Communication,2.95,"['kickboxing', 'sports']",Canada,id_1914,Ontario,Senior
Sonya Barnes,20,Female,Archaeology,3.37,"['birdwatching', 'kayaking']",USA,id_1915,Illinois,Sophomore
Michael Wilson,20,Male,Industrial Design,3.36,"['card games', 'baking']",Canada,id_1916,Alberta,Senior
Peter Reid,24,Male,Molecular Biology,2.8200000000000003,"['weightlifting', 'drone piloting']",USA,id_1917,New York,Senior
Daniel White,21,Male,Aerospace Engineering,2.94,"['drone piloting', 'magic']",USA,id_1918,Indiana,Freshman
Craig Valenzuela,22,Male,Art Therapy,2.35,"['knitting', 'snorkeling']",USA,id_1919,California,Senior
Michaela Graham,18,Female,Theater,3.56,"['scrapbooking', 'biking']",Canada,id_1920,Ontario,Senior
John Vincent,22,Male,Mechanical Engineering,2.61,"['snowboarding', 'digital art']",Canada,id_1921,British Columbia,Freshman
Phillip Nguyen,23,Male,Botany,2.5700000000000003,"['table tennis', 'sailing']",Canada,id_1922,British Columbia,Freshman
Stephen Meyer,20,Male,Forensic Science,3.67,"['dodgeball', 'wine tasting']",Canada,id_1923,Ontario,Sophomore
Patrick Garcia,23,Male,Hospitality Management,2.52,"['drawing', 'bird watching']",Canada,id_1924,Alberta,Sophomore
Linda Eaton,24,Female,Elementary Education,2.27,"['card games', 'kayaking']",USA,id_1925,New York,Junior
Stacy Mccoy,19,Female,Health Science,2.89,"['cosplay', 'camping']",USA,id_1926,California,Senior
Timothy Krause,24,Male,Meteorology,3.89,"['rock climbing', 'graphic design']",USA,id_1927,Louisiana,Sophomore
Nicole Collins,21,Female,Art History,4.16,"['music', 'reading']",USA,id_1928,California,Senior
Lori Simpson,18,Female,Meteorology,3.83,"['sailing', 'puppetry']",Canada,id_1929,Ontario,Junior
Sarah Baker,21,Female,Elementary Education,3.86,"['fencing', 'photography']",USA,id_1930,Virginia,Junior
Erin Morales,22,Female,International Relations,2.63,"['water polo', 'reading']",Canada,id_1931,Ontario,Sophomore
Samantha Harper,22,Female,Electrical Engineering,3.16,"['gaming', 'glassblowing']",Canada,id_1932,Ontario,Sophomore
Natalie Jackson,19,Female,Microbiology,2.08,"['DIY projects', 'bird watching']",USA,id_1933,New York,Junior
Brandon Flores,19,Male,Architecture,3.01,"['podcasting', 'snowboarding']",Canada,id_1934,New Brunswick,Freshman
Jennifer Jordan,24,Female,Computer Science,3.71,"['dancing', 'origami']",USA,id_1935,Maryland,Senior
Stephanie Hansen,21,Female,Anthropology,2.54,"['podcasting', 'urban exploration']",Canada,id_1936,Ontario,Sophomore
Chris Dickerson,24,Male,Computer Science,3.14,"['water polo', 'graphic design']",Canada,id_1937,Ontario,Senior
Heather Miller,24,Female,Electrical Engineering,2.84,"['quilting', 'birdwatching']",USA,id_1938,Pennsylvania,Sophomore
Jessica Ellis,18,Female,Dance,2.76,"['fencing', 'snorkeling']",Canada,id_1939,Quebec,Junior
Mark Peterson III,22,Male,Psychology,3.11,"['tai chi', 'birdwatching']",USA,id_1940,California,Sophomore
Casey Phillips,21,Male,Hospitality Management,2.46,"['LARPing', 'scrapbooking']",USA,id_1941,Georgia,Senior
Anthony Booker,24,Male,Meteorology,3.36,"['geocaching', 'poetry']",Canada,id_1942,Ontario,Senior
Tony Allen,24,Male,Architecture,2.88,"['surfing', 'bird training']",Canada,id_1943,Ontario,Senior
Stephen May,20,Male,Kinesiology,2.5,"['skydiving', 'snowboarding']",USA,id_1944,Texas,Senior
Jerry Thompson,18,Male,Graphic Communication,2.77,"['leatherworking', 'pottery']",Canada,id_1945,Alberta,Senior
Raymond Black,23,Male,Biomedical Engineering,2.5700000000000003,"['baking', 'volunteering']",USA,id_1946,Texas,Freshman
Andrew Smith,23,Male,Criminology,3.63,"['programming', 'podcasting']",Canada,id_1947,British Columbia,Sophomore
Melvin James PhD,18,Male,Computer Science,2.96,"['gardening', 'calligraphy']",Canada,id_1948,Alberta,Junior
Elizabeth Sanchez,19,Female,Architecture,3.41,"['martial arts', 'puppetry']",Canada,id_1949,Ontario,Sophomore
Jennifer Alexander,24,Female,Public Health,3.68,"['fishing', 'DIY projects']",Canada,id_1950,Ontario,Senior
George Bowman MD,20,Male,Computer Engineering,3.21,"['jogging', 'woodworking']",Canada,id_1951,Ontario,Junior
William Lamb,24,Male,Marine Biology,2.96,"['homebrewing', 'stand-up comedy']",Canada,id_1952,Nova Scotia,Senior
Nicole Butler,18,Female,Aerospace Engineering,3.47,"['philanthropy', 'candle making']",Canada,id_1953,Ontario,Freshman
Molly Dixon,24,Female,Journalism,2.63,"['drawing', 'upcycling']",Canada,id_1954,Ontario,Junior
Gina Stokes,23,Female,Dance,3.04,"['homebrewing', 'tarot reading']",Canada,id_1955,Prince Edward Island,Senior
Jennifer Stephens,20,Female,Graphic Design,2.88,"['cosplay', 'video editing']",USA,id_1956,Colorado,Junior
Danielle Reid,18,Female,Philosophy,2.37,"['cycling', 'baking']",USA,id_1957,Virginia,Junior
Margaret Warren,21,Female,Linguistics,2.38,"['mountain biking', 'fencing']",Canada,id_1958,Quebec,Freshman
Jamie Garcia,22,Female,Environmental Science,2.93,"['podcasting', 'dodgeball']",USA,id_1959,Kentucky,Sophomore
Elizabeth Goodman,20,Female,Nursing,2.9699999999999998,"['stand-up comedy', 'pottery']",USA,id_1960,California,Senior
Rhonda Wright,18,Female,Information Systems,3.17,"['pottery', 'gaming']",USA,id_1961,Georgia,Senior
James Jackson,24,Male,Anthropology,4.2,"['leatherworking', 'beekeeping']",USA,id_1962,Georgia,Junior
Patricia Brown,18,Female,Archaeology,3.5700000000000003,"['numismatics', 'board games']",USA,id_1963,North Carolina,Junior
Stephen Peters,22,Male,Computer Engineering,3.46,"['sports', 'martial arts']",USA,id_1964,New Mexico,Senior
Scott Esparza,22,Male,Biochemistry,3.1,"['woodworking', 'cycling']",USA,id_1965,Virginia,Sophomore
Anna Burgess,18,Female,Criminology,3.85,"['wine tasting', 'leatherworking']",Canada,id_1966,Quebec,Junior
Brandon Johnson,19,Male,Philosophy,3.62,"['drone piloting', 'gaming']",Canada,id_1967,British Columbia,Senior
Ryan Smith,19,Male,Theater,2.21,"['weightlifting', 'rafting']",USA,id_1968,Texas,Freshman
Christina Lopez,20,Female,Social Work,2.95,"['biking', 'glassblowing']",Canada,id_1969,Quebec,Junior
Zachary Armstrong,24,Male,Hospitality Management,2.75,"['pottery', 'programming']",USA,id_1970,Arizona,Freshman
Arthur Curry,23,Male,Early Childhood Education,4.05,"['astronomy', 'drawing']",USA,id_1971,Florida,Senior
Samantha Hall,24,Female,Marketing,2.13,"['playing musical instruments', 'scrapbooking']",Canada,id_1972,British Columbia,Senior
Mr. Jacob Davis MD,18,Male,Computer Science,2.19,"['handball', 'pottery']",USA,id_1973,Georgia,Senior
Emily Manning,21,Female,Art History,3.81,"['disc golf', 'foraging']",Canada,id_1974,Quebec,Sophomore
Kathryn Blackburn,23,Female,Geography,2.44,"['parkour', 'woodworking']",USA,id_1975,Ohio,Junior
Jack Stanley,24,Male,Journalism,2.38,"['baking', 'snorkeling']",Canada,id_1976,Alberta,Senior
Christian Simpson,23,Male,Dentistry,3.16,"['gardening', 'scuba diving']",USA,id_1977,Oklahoma,Junior
Anthony Ali,19,Male,Nuclear Engineering,2.68,"['snorkeling', 'glassblowing']",Canada,id_1978,Ontario,Junior
Reginald Maxwell,23,Male,Electrical Engineering,2.23,"['music', 'skydiving']",USA,id_1979,Maine,Junior
Mark Nelson,24,Male,Computer Science,2.88,"['reading', 'roller skating']",Canada,id_1980,Ontario,Senior
Kristen Palmer MD,18,Female,Elementary Education,4.07,"['astronomy', 'rock climbing']",USA,id_1981,Pennsylvania,Sophomore
Lori Strickland,20,Female,Economics,3.99,"['sports', 'candle making']",USA,id_1982,Ohio,Junior
Megan Fisher,18,Female,Anthropology,3.54,"['card games', 'metal detecting']",USA,id_1983,Kentucky,Senior
Richard Torres,20,Male,Culinary Arts,2.69,"['cosplay', 'disc golf']",Canada,id_1984,Ontario,Senior
Alison King,18,Female,Communication,3.44,"['martial arts', 'cosplay']",USA,id_1985,Illinois,Sophomore
Donald Edwards,19,Male,Early Childhood Education,2.5700000000000003,"['painting', 'biking']",Canada,id_1986,Ontario,Senior
Christopher Brown,19,Male,Environmental Science,2.7800000000000002,"['skydiving', 'dodgeball']",Canada,id_1987,Ontario,Freshman
Virginia Weaver,22,Female,Music,2.44,"['surfing', 'mountain biking']",USA,id_1988,Georgia,Sophomore
Mrs. Nichole Martinez,24,Female,Art History,2.32,"['numismatics', 'card games']",Canada,id_1989,British Columbia,Senior
Paula Little,21,Female,Journalism,3.38,"['urban exploration', 'reading']",Canada,id_1990,Ontario,Senior
Terry Holt,22,Male,Art Therapy,3.4,"['calligraphy', 'yoga']",USA,id_1991,Florida,Junior
Amber Burns,18,Female,Nutrition Science,2.0,"['yoga', 'geocaching']",Canada,id_1992,Newfoundland and Labrador,Senior
Renee Wiggins,23,Female,Dance,2.3,"['mountain biking', 'sailing']",USA,id_1993,Arizona,Junior
Kristin Spencer,21,Female,Film Studies,2.79,"['surfing', 'woodworking']",Canada,id_1994,Quebec,Sophomore
Patrick Steele,23,Male,Earth Science,3.52,"['disc golf', 'philanthropy']",USA,id_1995,Alabama,Sophomore
Jenna Tran,19,Female,Civil Engineering,2.5,"['snowboarding', 'spelunking']",USA,id_1996,Illinois,Senior
Mr. Michael Fitzgerald IV,22,Male,Environmental Science,2.31,"['weightlifting', 'soap making']",Canada,id_1997,Quebec,Senior
Brian Garrison,20,Male,Marine Biology,2.06,"['foraging', 'bird watching']",USA,id_1998,New York,Freshman
Diana Clark,18,Female,International Relations,4.04,"['meditation', 'playing musical instruments']",USA,id_1999,Kansas,Junior
Joshua Lawrence,18,Male,Dentistry,3.2800000000000002,"['woodworking', 'origami']",USA,id_2000,Pennsylvania,Freshman
Christopher Collier,23,Male,Political Science,2.39,"['whittling', 'wine tasting']",Canada,id_2001,Quebec,Freshman
John Kelly,18,Male,Dentistry,3.36,"['card games', 'stone carving']",USA,id_2002,Texas,Junior
Robert Wilson,24,Male,Electrical Engineering,3.21,"['origami', 'geocaching']",USA,id_2003,Texas,Senior
Kimberly Bowman,20,Female,Art History,2.47,"['ice skating', 'candle making']",USA,id_2004,Mississippi,Junior
Joshua Morrison,24,Male,Dance,3.14,"['swimming', 'mountain biking']",USA,id_2005,Arkansas,Freshman
Rodney Livingston,18,Male,Psychology,2.76,"['cycling', 'web development']",Canada,id_2006,Ontario,Sophomore
Brady Yates,20,Male,Criminology,2.05,"['hiking', 'handball']",Canada,id_2007,Ontario,Senior
Luke White,23,Male,Chemical Engineering,3.18,"['astronomy', 'dancing']",Canada,id_2008,Ontario,Senior
Donald Jones,18,Male,Business Administration,3.16,"['hiking', 'kayaking']",Canada,id_2009,Nova Scotia,Senior
Justin Mitchell,20,Male,Hospitality Management,2.96,"['tai chi', 'urban exploration']",Canada,id_2010,British Columbia,Sophomore
Megan Moore,22,Female,Linguistics,2.85,"['drawing', 'foraging']",Canada,id_2011,British Columbia,Sophomore
Tricia Colon,22,Female,Film Studies,3.2,"['baking', 'meditation']",USA,id_2012,New York,Sophomore
Tina Morgan,19,Female,Fashion Design,2.34,"['skateboarding', 'skydiving']",USA,id_2013,Virginia,Freshman
Sean Hunt,23,Male,Aerospace Engineering,3.08,"['pottery', 'fishing']",USA,id_2014,Florida,Freshman
Robert Riggs,18,Male,Physics,2.83,"['LARPing', 'gardening']",Canada,id_2015,Nova Scotia,Sophomore
Melinda Myers,24,Female,Elementary Education,3.55,"['stand-up comedy', 'ice skating']",USA,id_2016,California,Sophomore
Dennis Castillo,19,Male,Accounting,2.5300000000000002,"['fishing', 'snorkeling']",Canada,id_2017,Alberta,Senior
Dr. Nathan Carr,21,Male,Art Therapy,2.36,"['origami', 'ice skating']",Canada,id_2018,Ontario,Sophomore
Rebecca Roberts,21,Female,Molecular Biology,2.83,"['writing', 'scrapbooking']",USA,id_2019,Georgia,Freshman
Christopher Hansen,18,Male,Graphic Communication,2.52,"['homebrewing', 'candle making']",USA,id_2020,Missouri,Freshman
Gregory Stewart DDS,18,Male,Biomedical Engineering,2.47,"['sailing', 'makeup artistry']",USA,id_2021,Massachusetts,Junior
Tami Morris,19,Female,Philosophy,2.46,"['writing', 'pottery']",USA,id_2022,Louisiana,Junior
David Stephens,20,Male,Public Health,3.8200000000000003,"['flying planes', 'podcasting']",Canada,id_2023,Quebec,Senior
Wayne Zuniga,18,Male,Microbiology,4.3,"['yoga', 'origami']",USA,id_2024,Connecticut,Junior
Rhonda Taylor,23,Female,Forensic Science,3.14,"['tarot reading', 'wine tasting']",Canada,id_2025,British Columbia,Sophomore
Vincent Lewis,23,Male,Geography,3.43,"['gaming', 'zumba']",Canada,id_2026,British Columbia,Senior
Chris Morrow,18,Male,Journalism,3.16,"['knitting', 'collecting (e.g., stamps, coins, comic books)']",USA,id_2027,Ohio,Junior
Douglas Marks,19,Male,Physics,3.13,"['tai chi', 'rafting']",Canada,id_2028,Quebec,Junior
Lauren Miller,18,Female,Nutrition Science,3.02,"['horseback riding', 'stone carving']",Canada,id_2029,Quebec,Freshman
Peter Manning,19,Male,Dentistry,4.19,"['biking', 'whittling']",USA,id_2030,Illinois,Senior
Danielle Fields,21,Female,Environmental Science,2.03,"['sports', 'candle making']",USA,id_2031,Louisiana,Sophomore
Darryl Freeman,24,Male,Geography,3.23,"['martial arts', 'beekeeping']",USA,id_2032,Alabama,Sophomore
Heather Lyons,19,Female,Computer Science,3.8200000000000003,"['collecting (e.g., stamps, coins, comic books)', 'dancing']",Canada,id_2033,British Columbia,Sophomore
Shannon Brewer,21,Female,Sociology,3.38,"['bird training', 'jewelry making']",Canada,id_2034,Ontario,Freshman
Emily Thomas,19,Female,Communication,4.15,"['digital art', 'philanthropy']",Canada,id_2035,Quebec,Sophomore
Rachel West,19,Female,Accounting,2.65,"['freerunning', 'archery']",Canada,id_2036,Alberta,Sophomore
Amy Ortega,21,Female,Interior Design,4.2,"['bouldering', 'vlogging']",USA,id_2037,Pennsylvania,Junior
Jacob Jones,24,Male,Physics,2.5300000000000002,"['animation', 'quilting']",USA,id_2038,New Jersey,Freshman
Christine Brown,22,Female,Botany,2.02,"['numismatics', 'callisthenics']",USA,id_2039,Florida,Freshman
Jason Garrett,20,Male,Archaeology,2.8,"['magic', 'glassblowing']",Canada,id_2040,Ontario,Freshman
Deborah Ramirez,19,Female,Neuroscience,2.9,"['urban exploration', 'camping']",Canada,id_2041,Ontario,Sophomore
Joseph Stone,18,Male,Drama,3.0,"['pottery', 'programming']",Canada,id_2042,Ontario,Sophomore
Richard Blackburn,22,Male,Physics,4.0,"['jewelry making', 'hiking']",USA,id_2043,Missouri,Sophomore
Danielle Burns,19,Female,Elementary Education,3.8200000000000003,"['calligraphy', 'beekeeping']",USA,id_2044,Rhode Island,Junior
Amber Choi,24,Female,Graphic Design,2.04,"['roller skating', 'gardening']",USA,id_2045,Pennsylvania,Freshman
Wendy Williams,18,Female,Information Systems,3.14,"['reading', 'rock climbing']",Canada,id_2046,Saskatchewan,Senior
Mrs. Gina Velez MD,22,Female,Health Science,3.26,"['astrology', 'singing']",USA,id_2047,Oklahoma,Senior
Bradley Wong,24,Male,Geology,2.79,"['singing', 'LARPing']",Canada,id_2048,British Columbia,Freshman
Robert Morales,19,Male,Graphic Communication,3.13,"['sailing', 'calligraphy']",Canada,id_2049,Quebec,Senior
Caitlin Yang,23,Female,Journalism,3.44,"['reading', 'philately']",Canada,id_2050,Ontario,Freshman
Charles Mccarthy,18,Male,Culinary Arts,2.77,"['stargazing', 'homebrewing']",Canada,id_2051,Saskatchewan,Freshman
Beverly Sampson,23,Female,Kinesiology,3.89,"['tarot reading', 'graphic design']",Canada,id_2052,Alberta,Sophomore
Rebekah Mueller,20,Female,Dance,3.63,"['singing', 'writing']",Canada,id_2053,British Columbia,Senior
Jessica Brady,19,Female,Biochemistry,3.42,"['bouldering', 'foraging']",USA,id_2054,California,Junior
Patrick Flores,18,Male,Public Health,3.23,"['traveling', 'sports']",Canada,id_2055,Quebec,Sophomore
Dana Carter,22,Female,Biochemistry,3.3,"['rock climbing', 'fashion design']",USA,id_2056,Virginia,Junior
Kari Leblanc,19,Female,Biology,4.01,"['bird watching', 'poetry']",Canada,id_2057,British Columbia,Sophomore
Greg Johnson,19,Male,Philosophy,4.18,"['yoga', 'woodworking']",USA,id_2058,Louisiana,Sophomore
Sarah Chavez,18,Female,Drama,2.08,"['volunteering', 'leatherworking']",Canada,id_2059,Quebec,Sophomore
Cristian Kirk,21,Male,Geology,2.35,"['rafting', 'drawing']",USA,id_2060,New York,Senior
Alexis Scott,19,Female,Ecology,4.23,"['puppetry', 'mountain biking']",Canada,id_2061,Quebec,Freshman
Michael Macdonald,19,Male,Nutrition Science,3.54,"['fashion design', 'collecting (e.g., stamps, coins, comic books)']",USA,id_2062,California,Junior
Mckenzie Wood,23,Female,Art Therapy,2.88,"['callisthenics', 'martial arts']",Canada,id_2063,Ontario,Junior
Amanda Kirk,21,Female,Ecology,2.18,"['playing musical instruments', 'astronomy']",USA,id_2064,Pennsylvania,Junior
Jason Bolton,20,Male,Dance,2.67,"['baking', 'reading']",USA,id_2065,North Carolina,Sophomore
James Newton,21,Male,Molecular Biology,3.12,"['astrology', 'playing musical instruments']",USA,id_2066,California,Freshman
Phillip Gordon,22,Male,Art History,3.25,"['geocaching', 'singing']",Canada,id_2067,Alberta,Freshman
Jacob Davis,23,Male,Microbiology,2.73,"['handball', 'video editing']",USA,id_2068,New York,Sophomore
Rebecca Moses MD,23,Female,Culinary Arts,2.06,"['collecting (e.g., stamps, coins, comic books)', 'astronomy']",USA,id_2069,California,Junior
Ryan Hurley,20,Male,Computer Science,2.54,"['fencing', 'table tennis']",Canada,id_2070,Alberta,Sophomore
Edward Johnson,21,Male,Civil Engineering,2.86,"['kickboxing', 'philanthropy']",Canada,id_2071,Quebec,Freshman
Robert Bass,20,Male,Electrical Engineering,3.07,"['podcasting', 'drawing']",USA,id_2072,New Jersey,Sophomore
Justin Smith,23,Male,Economics,3.51,"['video editing', 'urban exploration']",USA,id_2073,Pennsylvania,Senior
Dana Valenzuela,18,Female,Earth Science,3.05,"['animation', 'drone piloting']",USA,id_2074,Washington,Freshman
Peter Sanford,18,Male,Industrial Design,2.41,"['upcycling', 'skydiving']",Canada,id_2075,Quebec,Senior
Kathleen Schultz,24,Female,Culinary Arts,2.63,"['soap making', 'water polo']",Canada,id_2076,Ontario,Sophomore
Colton Thomas,21,Male,Forensic Science,2.2800000000000002,"['pottery', 'web development']",USA,id_2077,Utah,Senior
